,Well,Fluor,Target,Content,Sample,Cq,SQ
,D06,ROX,,Unkn,051-2,NaN,NaN
,D07,ROX,,Unkn,051-3,1.52644784010308,NaN
,D08,ROX,,Unkn,051-4,NaN,NaN
,D09,ROX,,Unkn,051-5,NaN,NaN
,D10,ROX,,Unkn,056-1,3.32557930734592,NaN
,D11,ROX,,Unkn,056-2,NaN,NaN
,D12,ROX,,Unkn,056-3,NaN,NaN
,E01,ROX,,Unkn,056-4,NaN,NaN
,E02,ROX,,Unkn,056-5,NaN,NaN
,E03,ROX,,Unkn,059-1,NaN,NaN
,E04,ROX,,Unkn,059-2,NaN,NaN
,E05,ROX,,Unkn,059-3,NaN,NaN
,E06,ROX,,Unkn,059-4,NaN,NaN
,E07,ROX,,Unkn,059-5,NaN,NaN
,E08,ROX,,Unkn,086-1,NaN,NaN
,E09,ROX,,Unkn,086-2,NaN,NaN
,E10,ROX,,Unkn,086-3,NaN,NaN
,E11,ROX,,Unkn,086-4,NaN,NaN
,E12,ROX,,Unkn,086-5,NaN,NaN
,F01,ROX,,Unkn,087-1,NaN,NaN
,F02,ROX,,Unkn,087-2,NaN,NaN
,F03,ROX,,Unkn,087-3,NaN,NaN
,F04,ROX,,Unkn,087-4,NaN,NaN
,F05,ROX,,Unkn,087-5,NaN,NaN
,F06,ROX,,Unkn,101-1,7.38708580344433,NaN
,F07,ROX,,Unkn,101-2,NaN,NaN
,F08,ROX,,Unkn,101-3,NaN,NaN
,F09,ROX,,Unkn,101-4,NaN,NaN
,F10,ROX,,Unkn,101-5,NaN,NaN
,F11,ROX,,Unkn,104-1,NaN,NaN
,F12,ROX,,Unkn,104-2,NaN,NaN
,G01,ROX,,Unkn,104-3,NaN,NaN
,G02,ROX,,Unkn,104-4,NaN,NaN
,G03,ROX,,Unkn,104-5,NaN,NaN
,G04,ROX,,Unkn,112-1,NaN,NaN
,G05,ROX,,Unkn,112-2,NaN,NaN
,G06,ROX,,Unkn,112-3,NaN,NaN
,G07,ROX,,Unkn,112-4,5.85188463364498,NaN
,G08,ROX,,Unkn,112-5,NaN,NaN
,G09,ROX,,Unkn,120-1,NaN,NaN
,G10,ROX,,Unkn,120-2,NaN,NaN
,G11,ROX,,Unkn,120-3,NaN,NaN
,G12,ROX,,Unkn,120-4,NaN,NaN
,H01,ROX,,Unkn,120-5,NaN,NaN
,H02,ROX,,Unkn,123-1,NaN,NaN
,H03,ROX,,Unkn,123-2,NaN,NaN
,H04,ROX,,Unkn,123-3,NaN,NaN
,H05,ROX,,Unkn,123-4,NaN,NaN
,H06,ROX,,Unkn,123-5,NaN,NaN
,H07,ROX,,Unkn,125-1,NaN,NaN
,H08,ROX,,Unkn,125-2,NaN,NaN
,H09,ROX,,Unkn,125-3,NaN,NaN
,H10,ROX,,Unkn,125-4,NaN,NaN
,H11,ROX,,Unkn,125-5,NaN,NaN
,H12,ROX,,Unkn,Blank,NaN,NaN
,A01,SYBR,,Unkn,048-1,17.7647695771342,NaN
,A02,SYBR,,Unkn,048-2,17.9486673977762,NaN
,A03,SYBR,,Unkn,014-1,19.6177572519607,NaN
,A04,SYBR,,Unkn,014-2,19.5742591061426,NaN
,A05,SYBR,,Unkn,014-3,19.1621580051781,NaN
,A06,SYBR,,Unkn,007-1,23.1410549003022,NaN
,A07,SYBR,,Unkn,007-2,23.2768712903579,NaN
,A08,SYBR,,Unkn,007-3,23.2065782812778,NaN
,A09,SYBR,,Unkn,007-4,23.7323533367396,NaN
,A10,SYBR,,Unkn,007-5,23.2776106594526,NaN
,A11,SYBR,,Unkn,008-1,22.7512128306321,NaN
,A12,SYBR,,Unkn,008-2,22.9396791022826,NaN
,B01,SYBR,,Unkn,008-3,22.8286730955242,NaN
,B02,SYBR,,Unkn,008-4,23.2047009512236,NaN
,B03,SYBR,,Unkn,008-5,23.034069647931,NaN
,B04,SYBR,,Unkn,011-1,20.2407015289524,NaN
,B05,SYBR,,Unkn,011-2,20.1125260082502,NaN
,B06,SYBR,,Unkn,011-3,20.0763515750872,NaN
,B07,SYBR,,Unkn,011-4,20.0938055046679,NaN
,B08,SYBR,,Unkn,011-5,19.8145614463127,NaN
,B09,SYBR,,Unkn,026-1,23.4759283729664,NaN
,B10,SYBR,,Unkn,026-2,24.0436340018871,NaN
,B11,SYBR,,Unkn,026-3,23.3683899852485,NaN
,B12,SYBR,,Unkn,026-4,23.3090903972159,NaN
,C01,SYBR,,Unkn,026-5,23.5379199702835,NaN
,C02,SYBR,,Unkn,028-1,23.4993198445308,NaN
,C03,SYBR,,Unkn,028-2,23.7018948678345,NaN
,C04,SYBR,,Unkn,028-3,23.6775834030738,NaN
,C05,SYBR,,Unkn,028-4,23.8563632889395,NaN
,C06,SYBR,,Unkn,028-5,23.7952844520439,NaN
,C07,SYBR,,Unkn,030-1,22.2400000191054,NaN
,C08,SYBR,,Unkn,030-2,22.1711422241958,NaN
,C09,SYBR,,Unkn,030-3,22.5241348573773,NaN
,C10,SYBR,,Unkn,030-4,22.2682222497833,NaN
,C11,SYBR,,Unkn,030-5,21.664535248837,NaN
,C12,SYBR,,Unkn,034-1,21.1416654213111,NaN
,D01,SYBR,,Unkn,034-2,21.0280161009274,NaN
,D02,SYBR,,Unkn,034-3,21.4359196490612,NaN
,D03,SYBR,,Unkn,034-4,21.5268042229425,NaN
,D04,SYBR,,Unkn,034-5,21.9270552499389,NaN
,D05,SYBR,,Unkn,051-1,23.7652406665325,NaN
,D06,SYBR,,Unkn,051-2,23.3919344993262,NaN
,D07,SYBR,,Unkn,051-3,23.9938335827476,NaN
,D08,SYBR,,Unkn,051-4,23.2681585244034,NaN
,D09,SYBR,,Unkn,051-5,23.3546694565264,NaN
,D10,SYBR,,Unkn,056-1,21.599556496534,NaN
,D11,SYBR,,Unkn,056-2,21.3336667894381,NaN
,D12,SYBR,,Unkn,056-3,21.3643750778889,NaN
,E01,SYBR,,Unkn,056-4,20.8562877885814,NaN
,E02,SYBR,,Unkn,056-5,21.4538743515384,NaN
,E03,SYBR,,Unkn,059-1,22.0998677061632,NaN
,E04,SYBR,,Unkn,059-2,22.2185286709483,NaN
,E05,SYBR,,Unkn,059-3,21.8495324129163,NaN
,E06,SYBR,,Unkn,059-4,22.2086035573833,NaN
,E07,SYBR,,Unkn,059-5,22.1116931989575,NaN
,E08,SYBR,,Unkn,086-1,23.7352132225856,NaN
,E09,SYBR,,Unkn,086-2,23.7284997047369,NaN
,E10,SYBR,,Unkn,086-3,23.4888236798557,NaN
,E11,SYBR,,Unkn,086-4,23.4766703598901,NaN
,E12,SYBR,,Unkn,086-5,23.5630841072748,NaN
,F01,SYBR,,Unkn,087-1,20.6032444342143,NaN
,F02,SYBR,,Unkn,087-2,21.1374894535393,NaN
,F03,SYBR,,Unkn,087-3,21.9661079985615,NaN
,F04,SYBR,,Unkn,087-4,21.3913067258258,NaN
,F05,SYBR,,Unkn,087-5,21.1962598547068,NaN
,F06,SYBR,,Unkn,101-1,23.7213393424767,NaN
,F07,SYBR,,Unkn,101-2,24.0583945796512,NaN
,F08,SYBR,,Unkn,101-3,23.83692681815,NaN
,F09,SYBR,,Unkn,101-4,23.9059315278462,NaN
,F10,SYBR,,Unkn,101-5,23.8284816063063,NaN
,F11,SYBR,,Unkn,104-1,23.4630519648835,NaN
,F12,SYBR,,Unkn,104-2,23.4836476003597,NaN
,G01,SYBR,,Unkn,104-3,23.5888015001296,NaN
,G02,SYBR,,Unkn,104-4,23.756595569802,NaN
,G03,SYBR,,Unkn,104-5,23.9423199299241,NaN
,G04,SYBR,,Unkn,112-1,19.871119027885,NaN
,G05,SYBR,,Unkn,112-2,19.6732070997996,NaN
,G06,SYBR,,Unkn,112-3,19.5825500575709,NaN
,G07,SYBR,,Unkn,112-4,19.794829385224,NaN
,G08,SYBR,,Unkn,112-5,20.0393064384824,NaN
,G09,SYBR,,Unkn,120-1,22.0833766125492,NaN
,G10,SYBR,,Unkn,120-2,22.0812553222838,NaN
,G11,SYBR,,Unkn,120-3,22.1773196465951,NaN
,G12,SYBR,,Unkn,120-4,21.8851602784738,NaN
,H01,SYBR,,Unkn,120-5,21.8738752578245,NaN
,H02,SYBR,,Unkn,123-1,23.2420697836496,NaN
,H03,SYBR,,Unkn,123-2,23.2612727962336,NaN
,H04,SYBR,,Unkn,123-3,23.0412046154789,NaN
,H05,SYBR,,Unkn,123-4,23.3717309422905,NaN
,H06,SYBR,,Unkn,123-5,23.2350617853203,NaN
,H07,SYBR,,Unkn,125-1,20.4236427314962,NaN
,H08,SYBR,,Unkn,125-2,20.380050722542,NaN
,H09,SYBR,,Unkn,125-3,20.4960275108605,NaN
,H10,SYBR,,Unkn,125-4,20.3732954687048,NaN
,H11,SYBR,,Unkn,125-5,20.2747955708863,NaN
,H12,SYBR,,Unkn,Blank,NaN,NaN
