026L1;0;;2.907;mg/L;0.1815;06/24/2022 10:38:10 AM;WNO6;1
026L2;0;;3.105;mg/L;0.1935;06/24/2022 10:39:04 AM;WNO6;1
026L3;0;;2.780;mg/L;0.1738;06/24/2022 10:39:58 AM;WNO6;1
028L1;0;;3.059;mg/L;0.1907;06/24/2022 10:40:52 AM;WNO6;1
028L2;0;;3.120;mg/L;0.1944;06/24/2022 10:41:46 AM;WNO6;1
028L3;0;;3.092;mg/L;0.1927;06/24/2022 10:42:40 AM;WNO6;1
030L1;0;;6.712;mg/L;0.4123;06/24/2022 10:43:34 AM;WNO6;1
030L2;0;;6.885;mg/L;0.4228;06/24/2022 10:44:28 AM;WNO6;1
030L3;0;;7.077;mg/L;0.4344;06/24/2022 10:45:22 AM;WNO6;1
034L1;0;;8.171;mg/L;0.5008;06/24/2022 10:46:16 AM;WNO6;1
034L2;0;;8.147;mg/L;0.4993;06/24/2022 10:47:10 AM;WNO6;1
034L3;0;;8.119;mg/L;0.4976;06/24/2022 10:48:04 AM;WNO6;1
051L1;0;;2.750;mg/L;0.1720;06/24/2022 10:48:58 AM;WNO6;1
051L2;0;;2.755;mg/L;0.1723;06/24/2022 10:49:52 AM;WNO6;1
051L3;0;;2.874;mg/L;0.1795;06/24/2022 10:50:46 AM;WNO6;1
056L1;0;;6.951;mg/L;0.4268;06/24/2022 10:51:40 AM;WNO6;1
056L2;0;;-9999;mg/L;-9999;06/24/2022 10:52:34 AM;WNO6;1
056L2;0;;6.551;mg/L;0.4025;06/24/2022 11:39:06 AM;WNO6;1
056L3;0;;-9999;mg/L;-9999;06/24/2022 10:53:28 AM;WNO6;1
056L3;0;;6.590;mg/L;0.4049;06/24/2022 11:40:00 AM;WNO6;1
059L1;0;;14.199;mg/L;0.8664;06/24/2022 10:54:22 AM;WNO6;1
059L2;0;;14.534;mg/L;0.8867;06/24/2022 10:55:16 AM;WNO6;1
059L3;0;;14.738;mg/L;0.8991;06/24/2022 10:56:10 AM;WNO6;1
060L1;0;;14.974;mg/L;0.9134;06/24/2022 10:57:05 AM;WNO6;1
060L2;0;;14.674;mg/L;0.8952;06/24/2022 10:57:58 AM;WNO6;1
060L3;0;;14.822;mg/L;0.9042;06/24/2022 10:58:52 AM;WNO6;1
067L1;0;;25.551;mg/L;1.5549;06/24/2022 10:59:47 AM;WNO6;1
067L2;0;;24.970;mg/L;1.5197;06/24/2022 11:00:41 AM;WNO6;1
067L3;0;;24.863;mg/L;1.5132;06/24/2022 11:01:35 AM;WNO6;1
073L1;0;;16.649;mg/L;1.0150;06/24/2022 11:02:29 AM;WNO6;1
073L2;0;;16.341;mg/L;0.9963;06/24/2022 11:03:23 AM;WNO6;1
073L3;0;;16.428;mg/L;1.0016;06/24/2022 11:04:17 AM;WNO6;1
079L1;0;;3.570;mg/L;0.2217;06/24/2022 11:05:11 AM;WNO6;1
079L2;0;;3.715;mg/L;0.2305;06/24/2022 11:06:05 AM;WNO6;1
079L3;0;;3.700;mg/L;0.2296;06/24/2022 11:06:59 AM;WNO6;1
086L1;0;;3.207;mg/L;0.1997;06/24/2022 11:07:53 AM;WNO6;1
086L2;0;;3.172;mg/L;0.1976;06/24/2022 11:08:47 AM;WNO6;1
086L3;0;;3.148;mg/L;0.1961;06/24/2022 11:09:41 AM;WNO6;1
