001L1;0;;0.216;mg/L;0.0741;06/23/2022 2:48:39 PM;WNH3;1
001L2;0;;0.328;mg/L;0.1116;06/23/2022 2:48:57 PM;WNH3;1
001L3;0;;0.240;mg/L;0.0822;06/23/2022 2:50:27 PM;WNH3;1
009L1;0;;2.611;mg/L;0.8754;06/23/2022 2:50:45 PM;WNH3;1
009L2;0;;2.670;mg/L;0.8954;06/23/2022 2:52:15 PM;WNH3;1
009L3;0;;2.595;mg/L;0.8701;06/23/2022 2:52:33 PM;WNH3;1
015L1;0;;0.369;mg/L;0.1253;06/23/2022 2:54:03 PM;WNH3;1
015L2;0;;0.306;mg/L;0.1042;06/23/2022 2:54:21 PM;WNH3;1
015L3;0;;0.332;mg/L;0.1130;06/23/2022 2:55:51 PM;WNH3;1
029L1;0;;3.035;mg/L;1.0176;06/23/2022 2:56:09 PM;WNH3;1
029L2;0;;2.821;mg/L;0.9458;06/23/2022 2:57:39 PM;WNH3;1
029L3;0;;3.156;mg/L;1.0578;06/23/2022 2:57:57 PM;WNH3;1
052L1;0;;1.178;mg/L;0.3960;06/23/2022 2:59:27 PM;WNH3;1
052L2;0;;1.266;mg/L;0.4254;06/23/2022 2:59:45 PM;WNH3;1
052L3;0;;1.215;mg/L;0.4084;06/23/2022 3:01:15 PM;WNH3;1
076L1;0;;0.186;mg/L;0.0639;06/23/2022 3:01:33 PM;WNH3;1
076L2;0;;0.155;mg/L;0.0536;06/23/2022 3:03:03 PM;WNH3;1
076L3;0;;0.128;mg/L;0.0445;06/23/2022 3:03:21 PM;WNH3;1
083L1;0;;0.232;mg/L;0.0794;06/23/2022 3:04:51 PM;WNH3;1
083L2;0;;0.201;mg/L;0.0689;06/23/2022 3:05:09 PM;WNH3;1
083L3;0;;0.218;mg/L;0.0748;06/23/2022 3:06:39 PM;WNH3;1
112L1;0;;1.166;mg/L;0.3921;06/23/2022 3:06:57 PM;WNH3;1
112L2;0;;1.188;mg/L;0.3994;06/23/2022 3:08:27 PM;WNH3;1
112L3;0;;1.159;mg/L;0.3896;06/23/2022 3:08:45 PM;WNH3;1
130L1;0;;0.268;mg/L;0.0915;06/23/2022 3:10:16 PM;WNH3;1
130L2;0;;0.197;mg/L;0.0676;06/23/2022 3:10:34 PM;WNH3;1
130L3;0;;0.346;mg/L;0.1174;06/23/2022 3:12:04 PM;WNH3;1
133L1;0;;0.885;mg/L;0.2980;06/23/2022 3:12:22 PM;WNH3;1
133L2;0;;0.866;mg/L;0.2915;06/23/2022 3:13:52 PM;WNH3;1
133L3;0;;0.932;mg/L;0.3135;06/23/2022 3:14:10 PM;WNH3;1
BLANKL101;0;;0.158;mg/L;0.0545;06/23/2022 3:15:40 PM;WNH3;1
001E1;0;;0.348;mg/L;0.1181;06/23/2022 3:15:58 PM;WNH3;1
001E2;0;;0.288;mg/L;0.0980;06/23/2022 3:17:28 PM;WNH3;1
001E3;0;;0.376;mg/L;0.1275;06/23/2022 3:17:46 PM;WNH3;1
009E1;0;;0.368;mg/L;0.1248;06/23/2022 3:19:16 PM;WNH3;1
009E2;0;;0.375;mg/L;0.1272;06/23/2022 3:19:34 PM;WNH3;1
009E3;0;;0.378;mg/L;0.1283;06/23/2022 3:21:04 PM;WNH3;1
015E1;0;;1.300;mg/L;0.4368;06/23/2022 3:21:22 PM;WNH3;1
015E2;0;;1.287;mg/L;0.4323;06/23/2022 3:22:52 PM;WNH3;1
015E3;0;;1.300;mg/L;0.4368;06/23/2022 3:23:10 PM;WNH3;1
029E1;0;;4.429;mg/L;1.4838;06/23/2022 3:24:40 PM;WNH3;1
029E2;0;;4.366;mg/L;1.4630;06/23/2022 3:24:58 PM;WNH3;1
029E3;0;;4.344;mg/L;1.4555;06/23/2022 3:26:28 PM;WNH3;1
052E1;0;;-9999;mg/L;-9999;06/23/2022 3:26:46 PM;WNH3;1
052E2;0;;1.702;mg/L;0.5713;06/23/2022 3:28:16 PM;WNH3;1
052E3;0;;1.868;mg/L;0.6270;06/23/2022 3:28:34 PM;WNH3;1
076E1;0;;0.346;mg/L;0.1174;06/23/2022 3:30:04 PM;WNH3;1
076E2;0;;0.361;mg/L;0.1227;06/23/2022 3:30:22 PM;WNH3;1
076E3;0;;0.327;mg/L;0.1112;06/23/2022 3:31:52 PM;WNH3;1
083E1;0;;0.289;mg/L;0.0985;06/23/2022 3:32:10 PM;WNH3;1
083E2;0;;0.240;mg/L;0.0819;06/23/2022 3:33:41 PM;WNH3;1
083E3;0;;0.240;mg/L;0.0819;06/23/2022 3:33:58 PM;WNH3;1
112E1;0;;1.542;mg/L;0.5179;06/23/2022 3:35:29 PM;WNH3;1
112E2;0;;1.534;mg/L;0.5151;06/23/2022 3:35:47 PM;WNH3;1
112E3;0;;1.419;mg/L;0.4765;06/23/2022 3:37:17 PM;WNH3;1
130E1;0;;0.282;mg/L;0.0962;06/23/2022 3:37:35 PM;WNH3;1
130E2;0;;0.267;mg/L;0.0912;06/23/2022 3:39:05 PM;WNH3;1
130E3;0;;0.277;mg/L;0.0945;06/23/2022 3:39:23 PM;WNH3;1
133E1;0;;1.026;mg/L;0.3451;06/23/2022 3:40:53 PM;WNH3;1
133E2;0;;1.077;mg/L;0.3622;06/23/2022 3:41:11 PM;WNH3;1
133E3;0;;1.168;mg/L;0.3925;06/23/2022 3:42:41 PM;WNH3;1
BLANKE101;0;;0.281;mg/L;0.0959;06/23/2022 3:42:59 PM;WNH3;1
007L1;0;;0.269;mg/L;0.0918;06/23/2022 3:44:29 PM;WNH3;1
007L2;0;;0.425;mg/L;0.1439;06/23/2022 3:44:47 PM;WNH3;1
007L3;0;;0.278;mg/L;0.0949;06/23/2022 3:46:17 PM;WNH3;1
008L1;0;;0.162;mg/L;0.0560;06/23/2022 3:46:35 PM;WNH3;1
008L2;0;;0.160;mg/L;0.0551;06/23/2022 3:48:05 PM;WNH3;1
008L3;0;;0.156;mg/L;0.0539;06/23/2022 3:48:23 PM;WNH3;1
011L1;0;;0.994;mg/L;0.3343;06/23/2022 3:49:53 PM;WNH3;1
011L2;0;;0.876;mg/L;0.2949;06/23/2022 3:50:11 PM;WNH3;1
011L3;0;;0.943;mg/L;0.3173;06/23/2022 3:51:41 PM;WNH3;1
BLANKL102;0;;0.150;mg/L;0.0520;06/23/2022 3:51:59 PM;WNH3;1
BLANKL103;0;;0.147;mg/L;0.0511;06/23/2022 3:53:29 PM;WNH3;1
BLANKE102;0;;0.360;mg/L;0.1221;06/23/2022 3:53:47 PM;WNH3;1
