,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,ROX,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
,A02,ROX,,Unkn,002-1,,NaN,0,0,NaN,NaN,0,0,72,
,A03,ROX,,Unkn,002-2,,NaN,0,0,NaN,NaN,0,0,72,
,A04,ROX,,Unkn,002-3,,NaN,0,0,NaN,NaN,0,0,72,
,A05,ROX,,Unkn,002-4,,NaN,0,0,NaN,NaN,0,0,72,
,A06,ROX,,Unkn,002-5,,NaN,0,0,NaN,NaN,0,0,72,
,A07,ROX,,Unkn,004-1,,NaN,0,0,NaN,NaN,0,0,72,
,A08,ROX,,Unkn,004-2,,NaN,0,0,NaN,NaN,0,0,72,
,B01,ROX,,Unkn,004-3,,NaN,0,0,NaN,NaN,0,0,72,
,B02,ROX,,Unkn,004-4,,NaN,0,0,NaN,NaN,0,0,72,
,B03,ROX,,Unkn,004-5,,NaN,0,0,NaN,NaN,0,0,72,
,B04,ROX,,Unkn,005-1,,NaN,0,0,NaN,NaN,0,0,72,
,B05,ROX,,Unkn,005-2,,NaN,0,0,NaN,NaN,0,0,72,
,B06,ROX,,Unkn,005-3,,NaN,0,0,NaN,NaN,0,0,72,
,B07,ROX,,Unkn,005-4,,NaN,0,0,NaN,NaN,0,0,72,
,B08,ROX,,Unkn,005-5,,NaN,0,0,NaN,NaN,0,0,72,
,C01,ROX,,Unkn,006-1,,NaN,0,0,NaN,NaN,0,0,72,
,C02,ROX,,Unkn,006-2,,NaN,0,0,NaN,NaN,0,0,72,
,C03,ROX,,Unkn,006-3,,NaN,0,0,NaN,NaN,0,0,72,
,C04,ROX,,Unkn,006-4,,NaN,0,0,NaN,NaN,0,0,72,
,C05,ROX,,Unkn,006-5,,NaN,0,0,NaN,NaN,0,0,72,
,C06,ROX,,Unkn,012-1,,NaN,0,0,NaN,NaN,0,0,72,
,C07,ROX,,Unkn,012-2,,NaN,0,0,NaN,NaN,0,0,72,
,C08,ROX,,Unkn,012-3,,NaN,0,0,NaN,NaN,0,0,72,
,D01,ROX,,Unkn,012-4,,NaN,0,0,NaN,NaN,0,0,72,
,D02,ROX,,Unkn,012-5,,NaN,0,0,NaN,NaN,0,0,72,
,D03,ROX,,Unkn,018-1,,NaN,0,0,NaN,NaN,0,0,72,
,D04,ROX,,Unkn,018-2,,NaN,0,0,NaN,NaN,0,0,72,
,D05,ROX,,Unkn,018-3,,NaN,0,0,NaN,NaN,0,0,72,
,D06,ROX,,Unkn,018-4,,NaN,0,0,NaN,NaN,0,0,72,
,D07,ROX,,Unkn,018-5,,NaN,0,0,NaN,NaN,0,0,72,
,D08,ROX,,Unkn,019-1,,NaN,0,0,NaN,NaN,0,0,72,
,E01,ROX,,Unkn,019-2,,NaN,0,0,NaN,NaN,0,0,72,
,E02,ROX,,Unkn,019-3,,NaN,0,0,NaN,NaN,0,0,72,
,E03,ROX,,Unkn,019-4,,NaN,0,0,NaN,NaN,0,0,72,
,E04,ROX,,Unkn,019-5,,NaN,0,0,NaN,NaN,0,0,72,
,E05,ROX,,Unkn,024-1,,NaN,0,0,NaN,NaN,0,0,72,
,E06,ROX,,Unkn,024-2,,NaN,0,0,NaN,NaN,0,0,72,
,E07,ROX,,Unkn,024-3,,NaN,0,0,NaN,NaN,0,0,72,
,E08,ROX,,Unkn,024-4,,NaN,0,0,NaN,NaN,0,0,72,
,F01,ROX,,Unkn,024-5,,NaN,0,0,NaN,NaN,0,0,72,
,F02,ROX,,Unkn,025-1,,NaN,0,0,NaN,NaN,0,0,72,
,F03,ROX,,Unkn,025-2,,NaN,0,0,NaN,NaN,0,0,72,
,F04,ROX,,Unkn,025-3,,NaN,0,0,NaN,NaN,0,0,72,
,F05,ROX,,Unkn,025-4,,NaN,0,0,NaN,NaN,0,0,72,
,F06,ROX,,Unkn,025-5,,NaN,0,0,NaN,NaN,0,0,72,
,F07,ROX,,Unkn,031-1,,NaN,0,0,NaN,NaN,0,0,72,
,F08,ROX,,Unkn,031-2,,NaN,0,0,NaN,NaN,0,0,72,
,G01,ROX,,Unkn,031-3,,NaN,0,0,NaN,NaN,0,0,72,
,G02,ROX,,Unkn,031-4,,NaN,0,0,NaN,NaN,0,0,72,
,G03,ROX,,Unkn,031-5,,NaN,0,0,NaN,NaN,0,0,72,
,G04,ROX,,Unkn,037-1,,NaN,0,0,NaN,NaN,0,0,72,
,G05,ROX,,Unkn,037-2,,NaN,0,0,NaN,NaN,0,0,72,
,G06,ROX,,Unkn,037-3,,NaN,0,0,NaN,NaN,0,0,72,
,G07,ROX,,Unkn,037-4,,NaN,0,0,NaN,NaN,0,0,72,
,G08,ROX,,Unkn,037-5,,NaN,0,0,NaN,NaN,0,0,72,
,H01,ROX,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
,H02,ROX,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
,H03,ROX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,72,
,A01,SYBR,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
,A02,SYBR,,Unkn,002-1,,13.7331028154881,13.7331028154881,0,NaN,NaN,NaN,0,72,
,A03,SYBR,,Unkn,002-2,,13.4552694404522,13.4552694404522,0,NaN,NaN,NaN,0,72,
,A04,SYBR,,Unkn,002-3,,13.7674313866929,13.7674313866929,0,NaN,NaN,NaN,0,72,
,A05,SYBR,,Unkn,002-4,,13.9443879413434,13.9443879413434,0,NaN,NaN,NaN,0,72,
,A06,SYBR,,Unkn,002-5,,13.4946366818666,13.4946366818666,0,NaN,NaN,NaN,0,72,
,A07,SYBR,,Unkn,004-1,,13.0026267251793,13.0026267251793,0,NaN,NaN,NaN,0,72,
,A08,SYBR,,Unkn,004-2,,13.4149354386514,13.4149354386514,0,NaN,NaN,NaN,0,72,
,B01,SYBR,,Unkn,004-3,,33.9350869927551,33.9350869927551,0,NaN,NaN,NaN,0,72,
,B02,SYBR,,Unkn,004-4,,13.6702272063904,13.6702272063904,0,NaN,NaN,NaN,0,72,
,B03,SYBR,,Unkn,004-5,,13.4987298751159,13.4987298751159,0,NaN,NaN,NaN,0,72,
,B04,SYBR,,Unkn,005-1,,13.4449026273402,13.4449026273402,0,NaN,NaN,NaN,0,72,
